,DATE,temp,feels_like,temp_min,temp_max,pressure,humidity,Clear,Clouds,Drizzle,Fog,Mist,Rain,Smoke,Snow,DATES
1330,2018-02-25 07:00:00,1.99,-4.95,0.62,3.1,1025,75,0,1,0,0,0,0,0,0,2018-02-25 07:00:00
1331,2018-02-25 08:00:00,2.46,-3.7,0.9,3.13,1025,75,0,1,0,0,0,0,0,0,2018-02-25 08:00:00
1332,2018-02-25 09:00:00,3.79,-3.04,2.05,4.0,1025,70,0,1,0,0,0,0,0,0,2018-02-25 09:00:00
1333,2018-02-25 10:00:00,4.73,-4.42,3.07,5.0,1026,60,0,1,0,0,0,0,0,0,2018-02-25 10:00:00
1334,2018-02-25 11:00:00,5.2,-4.11,3.6,6.0,1026,65,0,1,0,0,0,0,0,0,2018-02-25 11:00:00
1335,2018-02-25 12:00:00,5.25,-2.97,3.83,6.0,1026,65,0,1,0,0,0,0,0,0,2018-02-25 12:00:00
1336,2018-02-25 13:00:00,5.67,-1.93,4.04,7.0,1026,60,0,1,0,0,0,0,0,0,2018-02-25 13:00:00
1337,2018-02-25 14:00:00,5.73,-1.84,4.3,7.0,1026,60,0,1,0,0,0,0,0,0,2018-02-25 14:00:00
1338,2018-02-25 15:00:00,6.19,-0.74,4.55,7.0,1026,56,0,1,0,0,0,0,0,0,2018-02-25 15:00:00
1339,2018-02-25 16:00:00,5.34,-0.86,4.5,6.0,1026,60,0,1,0,0,0,0,0,0,2018-02-25 16:00:00
1340,2018-02-25 17:00:00,4.96,-0.68,4.57,5.0,1027,56,0,1,0,0,0,0,0,0,2018-02-25 17:00:00
1341,2018-02-25 18:00:00,2.7,-2.5,2.0,4.85,1027,69,0,1,0,0,0,0,0,0,2018-02-25 18:00:00
1342,2018-02-25 19:00:00,2.2,-2.8,1.0,4.85,1027,80,0,1,0,0,0,0,0,0,2018-02-25 19:00:00
1343,2018-02-25 20:00:00,1.31,-3.08,0.0,4.54,1027,80,1,0,0,0,0,0,0,0,2018-02-25 20:00:00
1344,2018-02-25 21:00:00,1.28,-3.97,0.0,4.25,1027,74,1,0,0,0,0,0,0,0,2018-02-25 21:00:00
1345,2018-02-25 22:00:00,1.25,-3.87,0.0,4.09,1028,80,1,0,0,0,0,0,0,0,2018-02-25 22:00:00
1346,2018-02-25 23:00:00,3.42,-2.51,1.69,4.0,1028,65,1,0,0,0,0,0,0,0,2018-02-25 23:00:00
1347,2018-02-26 00:00:00,2.53,-3.02,1.36,3.5,1029,70,1,0,0,0,0,0,0,0,2018-02-26 00:00:00
1348,2018-02-26 01:00:00,2.46,-3.7,1.02,3.04,1029,75,1,0,0,0,0,0,0,0,2018-02-26 01:00:00
1349,2018-02-26 02:00:00,2.0,-4.22,1.37,2.58,1029,75,1,0,0,0,0,0,0,0,2018-02-26 02:00:00
1350,2018-02-26 03:00:00,1.48,-4.44,0.13,2.14,1030,75,0,1,0,0,0,0,0,0,2018-02-26 03:00:00
1351,2018-02-26 04:00:00,1.44,-4.26,-0.12,2.0,1030,69,0,1,0,0,0,0,0,0,2018-02-26 04:00:00
1352,2018-02-26 05:00:00,1.02,-6.27,-0.34,2.0,1030,64,0,1,0,0,0,0,0,0,2018-02-26 05:00:00
1353,2018-02-26 06:00:00,1.02,-6.17,-0.27,2.0,1031,69,0,1,0,0,0,0,0,0,2018-02-26 06:00:00
1354,2018-02-26 07:00:00,0.57,-5.22,-0.38,1.6,1031,69,0,1,0,0,0,0,0,0,2018-02-26 07:00:00
1355,2018-02-26 08:00:00,1.03,-6.16,0.65,1.7,1031,69,0,1,0,0,0,0,0,0,2018-02-26 08:00:00
1356,2018-02-26 09:00:00,1.95,-7.05,1.38,2.0,1032,64,0,1,0,0,0,0,0,0,2018-02-26 09:00:00
1357,2018-02-26 10:00:00,1.95,-6.06,1.46,2.0,1032,60,0,1,0,0,0,0,0,0,2018-02-26 10:00:00
1358,2018-02-26 11:00:00,1.95,-4.89,1.4,2.0,1032,64,0,1,0,0,0,0,0,0,2018-02-26 11:00:00
1359,2018-02-26 12:00:00,1.93,-4.19,1.2,2.0,1033,64,0,1,0,0,0,0,0,0,2018-02-26 12:00:00
1360,2018-02-26 13:00:00,1.94,-6.34,1.26,2.0,1033,64,0,1,0,0,0,0,0,0,2018-02-26 13:00:00
1361,2018-02-26 14:00:00,1.93,-5.36,1.11,2.0,1033,60,0,1,0,0,0,0,0,0,2018-02-26 14:00:00
1362,2018-02-26 15:00:00,1.95,-5.81,1.17,2.09,1033,55,0,1,0,0,0,0,0,0,2018-02-26 15:00:00
1363,2018-02-26 16:00:00,1.52,-5.21,0.61,2.23,1033,55,0,1,0,0,0,0,0,0,2018-02-26 16:00:00
1364,2018-02-26 17:00:00,1.53,-6.27,0.6,2.37,1033,55,0,1,0,0,0,0,0,0,2018-02-26 17:00:00
1365,2018-02-26 18:00:00,1.1,-6.02,0.5,2.54,1032,55,0,1,0,0,0,0,0,0,2018-02-26 18:00:00
1366,2018-02-26 19:00:00,1.1,-4.94,0.45,2.63,1033,55,0,1,0,0,0,0,0,0,2018-02-26 19:00:00
1367,2018-02-26 20:00:00,1.11,-4.98,0.56,2.63,1033,69,0,1,0,0,0,0,0,0,2018-02-26 20:00:00
1368,2018-02-26 21:00:00,2.01,-5.49,1.38,2.63,1033,51,0,1,0,0,0,0,0,0,2018-02-26 21:00:00
1369,2018-02-26 22:00:00,1.96,-5.9,1.19,2.33,1033,51,0,1,0,0,0,0,0,0,2018-02-26 22:00:00
1370,2018-02-26 23:00:00,1.43,-6.75,0.31,2.17,1033,55,0,1,0,0,0,0,0,0,2018-02-26 23:00:00
1371,2018-02-27 00:00:00,1.02,-6.47,0.23,1.98,1033,55,0,1,0,0,0,0,0,0,2018-02-27 00:00:00
1372,2018-02-27 01:00:00,1.03,-5.74,0.69,1.75,1032,55,0,1,0,0,0,0,0,0,2018-02-27 01:00:00
1373,2018-02-27 02:00:00,1.0,-5.41,0.47,1.61,1032,55,0,1,0,0,0,0,0,0,2018-02-27 02:00:00
1374,2018-02-27 03:00:00,0.98,-4.63,0.18,1.57,1032,59,0,1,0,0,0,0,0,0,2018-02-27 03:00:00
1375,2018-02-27 04:00:00,0.99,-4.62,0.18,1.68,1031,59,0,1,0,0,0,0,0,0,2018-02-27 04:00:00
1376,2018-02-27 05:00:00,0.48,-3.98,-0.54,1.74,1031,64,0,1,0,0,0,0,0,0,2018-02-27 05:00:00
1377,2018-02-27 06:00:00,-0.39,-5.56,-1.0,1.67,1030,69,0,1,0,0,0,0,0,0,2018-02-27 06:00:00
1378,2018-02-27 07:00:00,-0.8,-6.99,-1.27,1.68,1030,74,0,1,0,0,0,0,0,0,2018-02-27 07:00:00
1379,2018-02-27 08:00:00,-0.78,-7.06,-1.09,1.74,1029,69,0,1,0,0,0,0,0,0,2018-02-27 08:00:00
1380,2018-02-27 09:00:00,0.06,-6.51,-0.75,1.57,1028,69,0,0,0,0,0,0,0,1,2018-02-27 09:00:00
1381,2018-02-27 10:00:00,0.54,-5.98,-0.51,1.75,1028,69,0,1,0,0,0,0,0,0,2018-02-27 10:00:00
1382,2018-02-27 11:00:00,2.37,-5.0,0.51,3.0,1027,70,0,1,0,0,0,0,0,0,2018-02-27 11:00:00
1383,2018-02-27 12:00:00,2.39,-5.1,1.43,3.0,1026,80,0,0,0,0,0,0,0,1,2018-02-27 12:00:00
1384,2018-02-27 13:00:00,2.9,-7.29,2.09,3.0,1025,70,0,1,0,0,0,0,0,0,2018-02-27 13:00:00
1385,2018-02-27 14:00:00,2.96,-6.62,2.46,3.0,1025,65,0,1,0,0,0,0,0,0,2018-02-27 14:00:00
1386,2018-02-27 15:00:00,2.03,-7.56,1.97,2.71,1025,69,0,1,0,0,0,0,0,0,2018-02-27 15:00:00
1387,2018-02-27 16:00:00,2.43,-6.61,1.14,3.0,1025,60,0,0,0,0,0,1,0,0,2018-02-27 16:00:00
1388,2018-02-27 17:00:00,1.97,-5.32,1.21,2.27,1025,60,0,0,0,0,0,0,0,1,2018-02-27 17:00:00
1389,2018-02-27 18:00:00,0.55,-6.09,-0.13,1.9,1025,80,0,0,0,0,0,0,0,1,2018-02-27 18:00:00
1390,2018-02-27 19:00:00,-0.71,-6.17,-1.0,1.73,1024,93,0,1,0,0,0,0,0,0,2018-02-27 19:00:00
1391,2018-02-27 20:00:00,0.45,-7.87,-0.7,1.38,1024,69,0,1,0,0,0,0,0,0,2018-02-27 20:00:00
1392,2018-02-27 21:00:00,0.01,-7.9,-1.08,0.99,1024,74,0,1,0,0,0,0,0,0,2018-02-27 21:00:00
1393,2018-02-27 22:00:00,-0.7,-8.81,-1.45,0.67,1024,86,0,0,0,0,0,0,0,1,2018-02-27 22:00:00
1394,2018-02-27 23:00:00,-1.46,-7.36,-2.0,0.34,1023,92,0,0,0,0,0,0,0,1,2018-02-27 23:00:00
1395,2018-02-28 00:00:00,-0.91,-6.62,-2.0,0.26,1021,80,0,0,0,0,0,0,0,1,2018-02-28 00:00:00
1396,2018-02-28 01:00:00,-0.94,-8.68,-2.0,0.0,1021,69,0,0,0,0,0,0,0,1,2018-02-28 01:00:00
1397,2018-02-28 02:00:00,-1.83,-8.9,-2.25,0.02,1020,92,0,0,0,0,0,0,0,1,2018-02-28 02:00:00
1398,2018-02-28 03:00:00,-1.89,-10.38,-2.33,-0.44,1020,93,0,0,0,0,0,0,0,1,2018-02-28 03:00:00
1399,2018-02-28 04:00:00,-2.32,-8.7,-3.0,-0.65,1020,93,0,0,0,0,0,0,0,1,2018-02-28 04:00:00
1400,2018-02-28 05:00:00,-2.81,-10.93,-3.0,-0.85,1020,100,0,0,0,0,0,0,0,1,2018-02-28 05:00:00
1401,2018-02-28 06:00:00,-1.98,-10.45,-3.12,-0.76,1019,74,0,0,0,0,0,0,0,1,2018-02-28 06:00:00
1402,2018-02-28 07:00:00,-2.02,-11.76,-3.15,-1.02,1019,63,0,0,0,0,0,0,0,1,2018-02-28 07:00:00
1403,2018-02-28 08:00:00,-2.03,-10.77,-3.28,-1.04,1019,59,0,1,0,0,0,0,0,0,2018-02-28 08:00:00
1404,2018-02-28 09:00:00,-2.01,-10.94,-2.98,-1.07,1018,69,0,0,0,0,0,0,0,1,2018-02-28 09:00:00
1405,2018-02-28 10:00:00,-2.24,-11.34,-3.37,-1.29,1018,70,0,0,0,0,0,0,0,1,2018-02-28 10:00:00
1406,2018-02-28 11:00:00,-1.94,-10.77,-3.07,-1.0,1018,74,0,1,0,0,0,0,0,0,2018-02-28 11:00:00
1407,2018-02-28 12:00:00,-2.41,-10.36,-3.0,-0.81,1017,86,0,0,0,0,0,0,0,1,2018-02-28 12:00:00
1408,2018-02-28 13:00:00,-1.48,-12.6,-2.65,-0.56,1017,64,0,0,0,0,0,1,0,0,2018-02-28 13:00:00
1409,2018-02-28 14:00:00,-1.05,-11.06,-2.38,-0.17,1017,64,0,1,0,0,0,0,0,0,2018-02-28 14:00:00
1410,2018-02-28 15:00:00,-1.02,-10.04,-2.13,-0.02,1017,59,0,1,0,0,0,0,0,0,2018-02-28 15:00:00
1411,2018-02-28 16:00:00,-1.53,-12.98,-2.53,-0.46,1016,86,0,0,0,0,0,0,0,1,2018-02-28 16:00:00
1412,2018-02-28 17:00:00,-2.26,-13.09,-4.0,-0.46,1016,64,0,0,0,0,0,1,0,0,2018-02-28 17:00:00
1413,2018-02-28 18:00:00,-2.42,-13.61,-3.24,-0.31,1016,86,0,0,0,0,0,0,0,1,2018-02-28 18:00:00
1414,2018-02-28 19:00:00,-2.85,-13.48,-4.0,-0.25,1016,100,0,0,0,0,0,0,0,1,2018-02-28 19:00:00
1415,2018-02-28 20:00:00,-3.32,-14.42,-4.0,-0.75,1016,100,0,0,0,0,0,0,0,1,2018-02-28 20:00:00
1416,2018-02-28 21:00:00,-3.36,-14.59,-4.15,-1.12,1016,92,0,0,0,0,0,0,0,1,2018-02-28 21:00:00
1417,2018-02-28 22:00:00,-3.46,-13.34,-4.56,-1.76,1016,85,0,0,0,0,0,0,0,1,2018-02-28 22:00:00
1418,2018-02-28 23:00:00,-3.9,-12.98,-5.05,-1.96,1015,93,0,1,0,0,0,0,0,0,2018-02-28 23:00:00
1419,2018-03-01 00:00:00,-4.39,-14.86,-5.37,-2.16,1014,100,0,0,0,0,0,0,0,1,2018-03-01 00:00:00
1420,2018-03-01 01:00:00,-4.93,-15.81,-5.81,-3.21,1014,100,0,0,0,0,0,0,0,1,2018-03-01 01:00:00
1421,2018-03-01 02:00:00,-4.61,-15.55,-5.83,-2.54,1013,92,0,0,0,0,0,0,0,1,2018-03-01 02:00:00
1422,2018-03-01 03:00:00,-4.96,-14.4,-6.0,-3.42,1012,100,0,0,0,0,0,0,0,1,2018-03-01 03:00:00
1423,2018-03-01 04:00:00,-4.41,-13.54,-5.99,-2.6,1011,93,0,0,0,0,0,0,0,1,2018-03-01 04:00:00
1424,2018-03-01 05:00:00,-4.94,-15.47,-5.79,-3.35,1010,100,0,0,0,0,0,0,0,1,2018-03-01 05:00:00
1425,2018-03-01 06:00:00,-4.43,-16.08,-5.68,-2.27,1009,93,0,1,0,0,0,0,0,0,2018-03-01 06:00:00
1426,2018-03-01 07:00:00,-3.54,-15.49,-5.28,-2.02,1009,92,0,0,0,0,0,0,0,1,2018-03-01 07:00:00
1427,2018-03-01 08:00:00,-2.95,-15.02,-3.69,-1.68,1008,80,0,0,0,0,0,0,0,1,2018-03-01 08:00:00
1428,2018-03-01 09:00:00,-3.36,-15.37,-4.44,-1.46,1007,86,0,0,0,0,0,0,0,1,2018-03-01 09:00:00
1429,2018-03-01 10:00:00,-2.88,-13.76,-3.75,-1.0,1006,86,0,0,0,0,0,0,0,1,2018-03-01 10:00:00
1430,2018-03-01 11:00:00,-1.96,-14.18,-3.04,-0.56,1005,86,0,0,0,0,0,0,0,1,2018-03-01 11:00:00
1431,2018-03-01 12:00:00,-1.91,-12.56,-2.77,-0.18,1004,92,0,0,0,0,0,0,0,1,2018-03-01 12:00:00
1432,2018-03-01 13:00:00,-1.45,-12.28,-2.47,0.31,1003,100,0,0,0,0,0,0,0,1,2018-03-01 13:00:00
1433,2018-03-01 14:00:00,-1.42,-12.61,-2.3,0.47,1002,100,0,0,0,0,0,0,0,1,2018-03-01 14:00:00
1434,2018-03-01 15:00:00,-1.4,-13.81,-2.16,0.48,1001,92,0,0,0,0,0,0,0,1,2018-03-01 15:00:00
1435,2018-03-01 16:00:00,-1.34,-14.32,-2.16,0.5,1000,80,0,0,0,0,0,0,0,1,2018-03-01 16:00:00
1436,2018-03-01 17:00:00,-1.35,-14.69,-2.19,0.4,1000,80,0,0,0,0,0,0,0,1,2018-03-01 17:00:00
1437,2018-03-01 18:00:00,-0.93,-14.97,-1.89,0.59,999,80,0,0,0,0,0,0,0,1,2018-03-01 18:00:00
1438,2018-03-01 19:00:00,-1.31,-14.52,-2.0,0.64,999,86,0,0,0,0,0,0,0,1,2018-03-01 19:00:00
1439,2018-03-01 20:00:00,-1.3,-13.55,-2.0,0.72,998,100,0,1,0,0,0,0,0,0,2018-03-01 20:00:00
1440,2018-03-01 21:00:00,-0.98,-13.55,-1.8,0.12,998,100,0,1,0,0,0,0,0,0,2018-03-01 21:00:00
1441,2018-03-01 22:00:00,-0.96,-13.16,-1.67,0.23,997,100,0,1,0,0,0,0,0,0,2018-03-01 22:00:00
1442,2018-03-01 23:00:00,-0.95,-13.87,-1.65,0.25,997,100,0,1,0,0,0,0,0,0,2018-03-01 23:00:00
1443,2018-03-02 00:00:00,-0.94,-13.86,-1.52,0.3,996,100,0,1,0,0,0,0,0,0,2018-03-02 00:00:00
1444,2018-03-02 01:00:00,-0.94,-13.49,-1.47,0.3,995,100,0,1,0,0,0,0,0,0,2018-03-02 01:00:00
1445,2018-03-02 02:00:00,-0.93,-14.57,-1.42,0.33,995,100,0,1,0,0,0,0,0,0,2018-03-02 02:00:00
1446,2018-03-02 03:00:00,-0.93,-13.85,-1.41,0.31,994,100,0,0,0,0,0,0,0,1,2018-03-02 03:00:00
1447,2018-03-02 04:00:00,-0.93,-14.93,-1.44,0.25,994,100,0,0,0,0,0,0,0,1,2018-03-02 04:00:00
1448,2018-03-02 05:00:00,-0.85,-13.76,-1.31,0.85,994,100,0,0,0,0,0,0,0,1,2018-03-02 05:00:00
1449,2018-03-02 06:00:00,-0.91,-13.47,-1.26,0.4,994,100,0,0,0,0,0,0,0,1,2018-03-02 06:00:00
1450,2018-03-02 07:00:00,-0.82,-14.44,-1.22,1.13,994,100,0,1,0,0,0,0,0,0,2018-03-02 07:00:00
1451,2018-03-02 08:00:00,-0.8,-14.79,-1.13,1.21,994,100,0,0,0,0,0,0,0,1,2018-03-02 08:00:00
1452,2018-03-02 09:00:00,-0.79,-14.05,-1.0,1.24,994,100,0,0,0,0,0,0,0,1,2018-03-02 09:00:00
1453,2018-03-02 10:00:00,-0.76,-13.65,-1.0,1.47,993,100,0,0,0,0,0,0,0,1,2018-03-02 10:00:00
1454,2018-03-02 11:00:00,-0.71,-12.88,-1.0,1.64,994,100,0,0,0,0,0,0,0,1,2018-03-02 11:00:00
1455,2018-03-02 12:00:00,-0.26,-12.14,-1.0,1.71,994,93,0,0,0,0,0,0,0,1,2018-03-02 12:00:00
1456,2018-03-02 13:00:00,0.15,-12.04,-0.19,1.76,994,93,0,0,0,0,0,0,0,1,2018-03-02 13:00:00
1457,2018-03-02 14:00:00,-0.25,-12.86,-1.0,1.72,994,92,0,0,0,0,0,0,0,1,2018-03-02 14:00:00
1458,2018-03-02 15:00:00,-0.23,-13.05,-1.0,1.75,993,100,0,0,0,0,0,0,0,1,2018-03-02 15:00:00
1459,2018-03-02 16:00:00,-0.28,-11.45,-1.0,1.57,993,93,0,0,0,0,0,0,0,1,2018-03-02 16:00:00
1460,2018-03-02 17:00:00,-0.31,-11.71,-1.0,1.41,993,100,0,0,0,0,0,0,0,1,2018-03-02 17:00:00
1461,2018-03-02 18:00:00,-0.34,-11.74,-1.0,1.27,993,100,0,0,0,0,0,0,0,1,2018-03-02 18:00:00
1462,2018-03-02 19:00:00,-0.8,-12.27,-1.04,1.09,993,100,0,0,0,0,0,0,0,1,2018-03-02 19:00:00
1463,2018-03-02 20:00:00,-0.73,-12.54,-1.19,0.94,993,100,0,0,0,0,0,0,0,1,2018-03-02 20:00:00
1464,2018-03-02 21:00:00,-0.7,-11.43,-1.12,1.06,993,100,0,0,0,0,0,0,0,1,2018-03-02 21:00:00
1465,2018-03-02 22:00:00,-0.67,-10.68,-1.0,1.17,993,100,0,0,0,0,0,0,0,1,2018-03-02 22:00:00
1466,2018-03-02 23:00:00,-0.69,-11.78,-1.0,1.12,992,100,0,0,0,0,0,0,0,1,2018-03-02 23:00:00
1467,2018-03-03 00:00:00,-0.68,-12.13,-1.0,1.15,992,100,0,0,0,0,0,0,0,1,2018-03-03 00:00:00
1468,2018-03-03 01:00:00,-0.69,-10.7,-1.0,1.1,992,100,0,0,0,0,0,0,0,1,2018-03-03 01:00:00
1469,2018-03-03 02:00:00,-0.66,-10.3,-1.0,1.22,992,100,0,0,0,0,0,0,0,1,2018-03-03 02:00:00
1470,2018-03-03 03:00:00,0.12,-9.19,-0.61,1.4,991,93,0,0,0,0,0,0,0,1,2018-03-03 03:00:00
1471,2018-03-03 04:00:00,0.16,-9.5,-0.47,1.49,991,93,0,0,0,0,0,0,0,1,2018-03-03 04:00:00
1472,2018-03-03 05:00:00,0.2,-9.32,-0.33,1.58,990,100,0,1,0,0,0,0,0,0,2018-03-03 05:00:00
1473,2018-03-03 06:00:00,0.15,-9.74,-0.11,1.63,990,100,0,0,0,0,0,0,0,1,2018-03-03 06:00:00
1474,2018-03-03 07:00:00,0.16,-9.73,0.0,1.71,990,100,0,1,0,0,0,0,0,0,2018-03-03 07:00:00
1475,2018-03-03 08:00:00,0.18,-9.7,0.0,1.85,990,100,0,1,0,0,0,0,0,0,2018-03-03 08:00:00
1476,2018-03-03 09:00:00,1.02,-8.89,0.12,2.03,990,93,0,1,0,0,0,0,0,0,2018-03-03 09:00:00
1477,2018-03-03 10:00:00,1.04,-8.85,0.47,2.06,991,93,0,0,0,0,0,0,0,1,2018-03-03 10:00:00
1478,2018-03-03 11:00:00,1.07,-8.11,0.58,2.28,991,93,0,0,0,0,0,0,0,1,2018-03-03 11:00:00
1479,2018-03-03 12:00:00,1.13,-6.6,0.83,2.64,991,93,0,0,0,0,1,0,0,0,2018-03-03 12:00:00
1480,2018-03-03 13:00:00,1.6,-6.78,1.0,3.15,991,93,0,0,0,0,1,0,0,0,2018-03-03 13:00:00
1481,2018-03-03 14:00:00,1.69,-5.23,1.0,3.72,991,93,0,0,0,0,1,0,0,0,2018-03-03 14:00:00
1482,2018-03-03 15:00:00,2.13,-5.81,1.51,3.91,991,93,0,1,0,0,0,0,0,0,2018-03-03 15:00:00
1483,2018-03-03 16:00:00,2.17,-5.04,1.78,4.08,991,93,0,1,0,0,0,0,0,0,2018-03-03 16:00:00
1484,2018-03-03 17:00:00,2.18,-6.61,1.99,4.0,991,87,0,1,0,0,0,0,0,0,2018-03-03 17:00:00
1485,2018-03-03 18:00:00,2.17,-7.34,2.0,3.83,991,87,0,1,0,0,0,0,0,0,2018-03-03 18:00:00
1486,2018-03-03 19:00:00,2.14,-6.3,1.91,3.68,991,87,0,1,0,0,0,0,0,0,2018-03-03 19:00:00
1487,2018-03-03 20:00:00,2.11,-5.61,1.73,3.51,991,87,0,1,0,0,0,0,0,0,2018-03-03 20:00:00
1488,2018-03-03 21:00:00,2.06,-7.47,1.5,3.13,990,87,0,1,0,0,0,0,0,0,2018-03-03 21:00:00
1489,2018-03-03 22:00:00,2.05,-6.4,1.36,3.08,990,87,0,1,0,0,0,0,0,0,2018-03-03 22:00:00
1490,2018-03-03 23:00:00,2.04,-6.41,1.74,2.83,990,87,0,1,0,0,0,0,0,0,2018-03-03 23:00:00
1491,2018-03-04 00:00:00,1.58,-6.22,0.9,2.62,990,87,0,1,0,0,0,0,0,0,2018-03-04 00:00:00
1492,2018-03-04 01:00:00,1.12,-6.25,0.95,2.28,990,93,0,0,0,0,0,1,0,0,2018-03-04 01:00:00
1493,2018-03-04 02:00:00,1.14,-5.87,1.0,2.65,989,93,0,0,0,0,0,1,0,0,2018-03-04 02:00:00
1494,2018-03-04 03:00:00,1.18,-5.67,1.0,2.88,988,100,0,0,0,0,0,1,0,0,2018-03-04 03:00:00
1495,2018-03-04 04:00:00,2.03,-4.48,1.49,3.06,988,93,0,0,0,0,0,1,0,0,2018-03-04 04:00:00
1496,2018-03-04 05:00:00,2.09,-4.42,1.76,3.35,987,93,0,1,0,0,0,0,0,0,2018-03-04 05:00:00
1497,2018-03-04 06:00:00,2.12,-4.38,1.96,3.47,987,93,0,1,0,0,0,0,0,0,2018-03-04 06:00:00
1498,2018-03-04 07:00:00,2.13,-3.65,1.89,3.58,986,93,0,1,0,0,0,0,0,0,2018-03-04 07:00:00
1499,2018-03-04 08:00:00,2.13,-4.73,1.81,3.61,986,93,0,0,0,0,1,0,0,0,2018-03-04 08:00:00
1500,2018-03-04 09:00:00,2.09,-5.14,1.29,3.54,986,93,0,0,0,0,0,1,0,0,2018-03-04 09:00:00
1501,2018-03-04 10:00:00,2.63,-3.43,2.0,4.0,986,93,0,1,0,0,0,0,0,0,2018-03-04 10:00:00
1502,2018-03-04 11:00:00,3.04,-2.59,2.28,4.06,985,93,0,0,0,0,0,1,0,0,2018-03-04 11:00:00
1503,2018-03-04 12:00:00,3.06,-2.75,2.37,4.35,985,100,0,0,0,0,0,1,0,0,2018-03-04 12:00:00
1504,2018-03-04 13:00:00,3.54,-1.83,2.93,5.0,984,100,0,0,0,0,0,1,0,0,2018-03-04 13:00:00
1505,2018-03-04 14:00:00,4.09,-1.36,3.47,5.55,984,93,0,0,0,0,0,1,0,0,2018-03-04 14:00:00
1506,2018-03-04 15:00:00,4.17,-0.71,3.78,6.02,984,100,0,0,1,0,0,0,0,0,2018-03-04 15:00:00
1507,2018-03-04 16:00:00,4.17,-0.71,3.98,6.02,983,100,0,0,1,0,0,0,0,0,2018-03-04 16:00:00
1508,2018-03-04 17:00:00,4.13,1.04,3.55,5.89,983,100,0,0,1,0,0,0,0,0,2018-03-04 17:00:00
1509,2018-03-04 18:00:00,4.11,1.37,3.51,5.75,983,100,0,0,1,0,0,0,0,0,2018-03-04 18:00:00
1510,2018-03-04 19:00:00,4.05,0.22,2.96,5.54,983,100,0,0,0,0,0,1,0,0,2018-03-04 19:00:00
1511,2018-03-04 20:00:00,4.07,0.24,3.33,5.6,983,100,0,0,0,0,0,1,0,0,2018-03-04 20:00:00
1512,2018-03-04 21:00:00,3.68,0.14,3.0,5.57,983,100,0,1,0,0,0,0,0,0,2018-03-04 21:00:00
1513,2018-03-04 22:00:00,3.57,0.01,2.57,5.02,983,100,0,1,0,0,0,0,0,0,2018-03-04 22:00:00
1514,2018-03-04 23:00:00,3.13,-0.15,2.0,4.75,983,100,0,1,0,0,0,0,0,0,2018-03-04 23:00:00
1515,2018-03-05 00:00:00,2.62,-0.39,1.56,4.51,983,100,0,1,0,0,0,0,0,0,2018-03-05 00:00:00
1516,2018-03-05 01:00:00,3.45,0.41,1.34,4.57,983,93,0,1,0,0,0,0,0,0,2018-03-05 01:00:00
1517,2018-03-05 02:00:00,3.38,-0.4,1.1,4.3,983,93,0,1,0,0,0,0,0,0,2018-03-05 02:00:00
1518,2018-03-05 03:00:00,3.37,0.31,0.81,4.32,983,93,0,1,0,0,0,0,0,0,2018-03-05 03:00:00
1519,2018-03-05 04:00:00,3.03,0.09,1.67,4.44,983,100,0,0,0,0,0,1,0,0,2018-03-05 04:00:00
1520,2018-03-05 05:00:00,3.08,-0.57,2.34,4.71,982,100,0,0,1,0,0,0,0,0,2018-03-05 05:00:00
1521,2018-03-05 06:00:00,3.01,-0.65,1.39,4.66,982,100,0,1,0,0,0,0,0,0,2018-03-05 06:00:00
1522,2018-03-05 07:00:00,2.99,-0.68,1.4,4.57,982,100,0,1,0,0,0,0,0,0,2018-03-05 07:00:00
1523,2018-03-05 08:00:00,2.72,-0.3,0.05,4.49,983,100,0,0,1,0,0,0,0,0,2018-03-05 08:00:00
1524,2018-03-05 09:00:00,3.14,0.94,2.0,4.63,983,100,0,0,1,0,0,0,0,0,2018-03-05 09:00:00
1525,2018-03-05 10:00:00,3.11,0.01,2.0,4.32,983,93,0,0,1,0,0,0,0,0,2018-03-05 10:00:00
1526,2018-03-05 11:00:00,3.14,-1.93,2.96,4.66,984,100,0,0,1,0,0,0,0,0,2018-03-05 11:00:00
1527,2018-03-05 12:00:00,3.61,-1.38,3.0,5.12,984,100,0,0,1,0,0,0,0,0,2018-03-05 12:00:00
1528,2018-03-05 13:00:00,4.5,0.04,3.99,5.38,984,100,0,1,0,0,0,0,0,0,2018-03-05 13:00:00
1529,2018-03-05 14:00:00,4.15,0.87,4.0,5.57,984,93,0,1,0,0,0,0,0,0,2018-03-05 14:00:00
1530,2018-03-05 15:00:00,4.13,1.6,3.95,5.58,984,93,0,1,0,0,0,0,0,0,2018-03-05 15:00:00
1531,2018-03-05 16:00:00,3.64,0.27,2.9,5.38,984,93,0,1,0,0,0,0,0,0,2018-03-05 16:00:00
1532,2018-03-05 17:00:00,3.69,0.33,2.53,5.77,984,93,0,0,0,0,0,1,0,0,2018-03-05 17:00:00
1533,2018-03-05 18:00:00,3.14,-0.14,1.89,5.38,984,100,0,0,1,0,0,0,0,0,2018-03-05 18:00:00
1534,2018-03-05 19:00:00,2.69,-0.66,1.83,4.98,984,100,0,0,0,0,1,0,0,0,2018-03-05 19:00:00
1535,2018-03-05 20:00:00,2.59,-0.06,1.39,4.52,984,100,0,0,0,0,1,0,0,0,2018-03-05 20:00:00
